Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.7745958
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.78601015
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.725249
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.80802184
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.7619693
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.7723875
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.73999834
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.6403326
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 31—RETAIL EXCISE TAXES,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.77842677
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.86719185
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,1.0
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.7480683
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.7909955
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.80246127
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.8276241
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.70282984
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.6855122
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.7849512
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.807608
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.779481
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.70882654
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.81809014
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.754892
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.72742796
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.79475886
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.76592803
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.73743254
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.7559555
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.6716766
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 32—MANUFACTURERS EXCISE   TAXES,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.75936925
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.7391446
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.7480683
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.9999999
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.7278185
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.73003036
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.70026726
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.65342414
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.6015586
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.7015365
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.6934943
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.6302222
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.6680105
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.61019695
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.66166544
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.5903678
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.60841334
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.6375131
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.6040297
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.58646065
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.6599122
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 33—FACILITIES AND SERVICES,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.6700179
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.805614
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.806136
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.745494
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.978055
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.8089953
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.8243706
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.68179506
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.63167113
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.7727473
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.7932235
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.7916248
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.7217897
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.7718069
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.771006
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.7758708
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.7984311
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.7382131
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.76421285
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.76802063
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.69166124
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 34—TAXES ON CERTAIN   INSURANCE POLICIES,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.74905205
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.8735628
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.8130827
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.74694854
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.8108298
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.9770876
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.8727722
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.7652323
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.6975919
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.8335273
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.82349825
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.7876954
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.7095088
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.7367625
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.740885
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.7052939
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.81735563
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.73138785
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.72817343
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.7236729
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.6451167
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 35—TAXES ON WAGERING,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.79489267
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.83016753
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.8021861
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.6930403
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.76860607
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.81566364
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.9712126
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.76687586
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.703434
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 36—CERTAIN OTHER EXCISE   TAXES,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.8072431
