Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score,Angle (Degrees)
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.7848016,38.297664642333984
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,1.0,0.0
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.74011946,42.25840377807617
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.7559925,40.88783264160156
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.7719557,39.470157623291016
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.73874277,42.375572204589844
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.735473,42.652801513671875
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.75966954,40.56492614746094
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.72310925,43.68821334838867
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.6957482,45.91312789916992
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 41—PUBLIC CHARITIES,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.74181074,42.114105224609375
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.7463982,41.72066116333008
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.79469097,37.37392044067383
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.6126894,52.21577835083008
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.7332203,42.842952728271484
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.6819334,47.00508499145508
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.76206577,40.35334777832031
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.68427926,46.821044921875
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.64870185,49.55619812011719
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.7258296,43.462093353271484
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.76271296,40.296043395996094
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.76343155,40.23234176635742
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.75963104,40.56831741333008
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.94464725,19.15275001525879
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.8058536,36.30722427368164
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.80607486,36.28580856323242
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.80703866,36.1923942565918
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.7723175,39.437538146972656
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.78711337,38.08343505859375
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.756933,40.80543899536133
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.6485976,49.564048767089844
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 42—PRIVATE FOUNDATIONS; AND   CERTAIN OTHER TAX-EXEMPT ORGANIZA -,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.72317886,43.682437896728516
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.7905762,37.76060485839844
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.7618073,40.3762092590332
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.685684,46.7105712890625
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.7891939,37.88975143432617
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.7491091,41.486732482910156
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.7850505,38.2746467590332
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.7131095,44.51151657104492
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.68367565,46.86845397949219
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.7705321,39.598304748535156
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.80670244,36.22500991821289
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.79790974,37.06903839111328
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.7779064,38.93070983886719
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.8488997,31.907800674438477
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS","CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.9725415,13.457819938659668
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.8480998,31.994403839111328
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.86755925,29.823762893676758
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.8416556,32.684635162353516
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.8693914,29.61200714111328
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.80494547,36.3950080871582
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.6732088,47.684791564941406
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,"CHAPTER 43—QUALIFIED PENSION, ETC.,   PLANS",CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.7951187,37.33353042602539
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.69816595,45.71995544433594
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.7204863,43.90535354614258
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.5900802,53.83729553222656
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.76109403,40.43925476074219
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.688838,46.46179962158203
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.74690807,41.6767463684082
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.6534294,49.19933319091797
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.63060886,50.904937744140625
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.70106816,45.48722839355469
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.76289696,40.27973937988281
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.7410624,42.17800521850586
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.78132474,38.61796951293945
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.7998591,36.88334655761719
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.81948256,34.96696853637695
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.9751539,12.79881763458252
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 45—PROVISIONS RELA TING TO EXPATRIA TED ENTITIES,2.Chapter,2.Chapter,0.83017385,33.883399963378906
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 46—GOLDEN P ARACHUTE PAYMENTS,2.Chapter,2.Chapter,0.8193202,34.98319625854492
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 47—CERT AIN GROUP HEAL TH PLANS,2.Chapter,2.Chapter,0.7819574,38.55985641479492
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 48—MAINTENANCE OF MINIMUM ESSENTIAL COVERAGE,2.Chapter,2.Chapter,0.78944635,37.86619567871094
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 49—COSMETIC SERVICES,2.Chapter,2.Chapter,0.7036058,45.282981872558594
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 44—QUALIFIED INVESTMENT   ENTITIES,CHAPTER 50—FOREIGN PROCUREMENT,2.Chapter,2.Chapter,0.74535644,41.810272216796875
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 31—RET AIL EXCISE TAXES,2.Chapter,2.Chapter,0.7980789,37.05295944213867
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 32—MANUFACTURERS EXCISE TAXES,2.Chapter,2.Chapter,0.77257264,39.41452407836914
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 33—FACILITIES AND SERVICES,2.Chapter,2.Chapter,0.6327627,50.74575424194336
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 34—T AXES ON CERT AIN INSURANCE POLICIES,2.Chapter,2.Chapter,0.79906416,36.95916748046875
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 35—T AXES ON WAGERING,2.Chapter,2.Chapter,0.81756425,35.158294677734375
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 36—CERT AIN O THER EXCISE TAXES,2.Chapter,2.Chapter,0.8177712,35.137699127197266
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 37—REPEALED],2.Chapter,2.Chapter,0.69590133,45.900909423828125
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 38—REPEALED]1,2.Chapter,2.Chapter,0.67161727,47.807987213134766
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 38—ENVIRONMENT AL TAXES,2.Chapter,2.Chapter,0.76970327,39.67274856567383
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 39—REGISTRA TION-REQUIRED OBLIGA TIONS,2.Chapter,2.Chapter,0.7978288,37.07673263549805
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 40—GENERAL PROVISIONS RELA TING TO OCCUP ATIONAL TAXES,2.Chapter,2.Chapter,0.85266423,31.497358322143555
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 41—PUBLIC CHARITIES,2.Chapter,2.Chapter,0.7630363,40.26738739013672
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 42—PRIV ATE FOUNDA TIONS; AND CERT AIN O THER TAX-EXEMPT ORGANIZA-,2.Chapter,2.Chapter,0.8399023,32.87019348144531
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,"CHAPTER 43—QU ALIFIED PENSION , ETC ., PLANS",2.Chapter,2.Chapter,0.8573432,30.980424880981445
Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,Subtitle D—Miscellaneous Excise Taxes,1.Subtitle,CHAPTER 45—PROVISIONS RELATING TO   EXPATRIATED ENTITIES,CHAPTER 44—QU ALIFIED INVESTMENT ENTITIES,2.Chapter,2.Chapter,0.8701292,29.526338577270508
